record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,date,day_of_week
23326,1,28,1996,5,PP,M,23,15,1996-01-28,Sunday
23327,1,28,1996,11,DM,F,38,36,1996-01-28,Sunday
23328,1,28,1996,9,DM,M,38,56,1996-01-28,Sunday
23329,1,28,1996,14,DM,M,36,53,1996-01-28,Sunday
23330,1,28,1996,6,PF,F,15,7,1996-01-28,Sunday
23331,1,28,1996,8,DM,F,39,51,1996-01-28,Sunday
23332,1,28,1996,5,DO,F,34,34,1996-01-28,Sunday
23333,1,28,1996,3,DO,F,34,49,1996-01-28,Sunday
23334,1,28,1996,9,PF,M,17,7,1996-01-28,Sunday
23335,1,28,1996,8,DO,M,39,47,1996-01-28,Sunday
23336,1,28,1996,14,PF,F,16,11,1996-01-28,Sunday
23337,1,28,1996,15,DM,M,38,51,1996-01-28,Sunday
23338,1,28,1996,9,DM,M,38,43,1996-01-28,Sunday
23339,1,28,1996,15,DM,F,37,43,1996-01-28,Sunday
23341,2,24,1996,2,DM,F,38,55,1996-02-24,Saturday
23342,2,24,1996,12,DM,F,35,45,1996-02-24,Saturday
23343,2,24,1996,21,PF,M,16,10,1996-02-24,Saturday
23344,2,24,1996,20,PE,M,21,22,1996-02-24,Saturday
23345,2,24,1996,2,DM,M,37,45,1996-02-24,Saturday
23346,2,24,1996,22,DM,F,38,49,1996-02-24,Saturday
23347,2,24,1996,21,RM,M,18,12,1996-02-24,Saturday
23348,2,24,1996,17,DM,F,36,34,1996-02-24,Saturday
23349,2,24,1996,12,DM,M,37,48,1996-02-24,Saturday
23350,2,24,1996,1,PP,M,24,21,1996-02-24,Saturday
23351,2,24,1996,12,DM,F,38,44,1996-02-24,Saturday
23352,2,24,1996,18,PF,M,16,9,1996-02-24,Saturday
23353,2,24,1996,2,PP,F,22,17,1996-02-24,Saturday
23354,2,24,1996,12,DM,M,39,58,1996-02-24,Saturday
23355,2,24,1996,20,RM,F,18,11,1996-02-24,Saturday
23357,2,24,1996,2,DM,F,35,44,1996-02-24,Saturday
23358,2,24,1996,1,DM,M,36,37,1996-02-24,Saturday
23359,2,24,1996,21,PP,F,21,16,1996-02-24,Saturday
23360,2,24,1996,17,DM,F,37,33,1996-02-24,Saturday
23361,2,24,1996,12,DM,M,38,54,1996-02-24,Saturday
23362,2,24,1996,12,DM,F,38,49,1996-02-24,Saturday
23363,2,24,1996,12,DM,M,37,51,1996-02-24,Saturday
23364,2,24,1996,1,DO,M,35,47,1996-02-24,Saturday
23365,2,24,1996,2,DM,F,34,49,1996-02-24,Saturday
23366,2,24,1996,7,RM,M,18,11,1996-02-24,Saturday
23367,2,24,1996,1,PB,F,26,42,1996-02-24,Saturday
23368,2,24,1996,2,DM,M,40,55,1996-02-24,Saturday
23370,2,24,1996,20,PF,F,17,9,1996-02-24,Saturday
23371,2,24,1996,2,PM,M,20,16,1996-02-24,Saturday
23372,2,24,1996,24,RM,M,20,14,1996-02-24,Saturday
23373,2,24,1996,1,PB,F,26,31,1996-02-24,Saturday
23374,2,24,1996,21,PF,M,16,8,1996-02-24,Saturday
23375,2,24,1996,17,DM,M,37,45,1996-02-24,Saturday
23376,2,24,1996,12,DM,M,35,46,1996-02-24,Saturday
23377,2,24,1996,18,RM,M,17,11,1996-02-24,Saturday
23378,2,24,1996,20,PF,M,15,9,1996-02-24,Saturday
23379,2,24,1996,2,PE,F,20,17,1996-02-24,Saturday
23380,2,24,1996,12,PF,F,14,7,1996-02-24,Saturday
23381,2,24,1996,2,RM,M,16,12,1996-02-24,Saturday
23382,2,24,1996,12,DM,F,37,40,1996-02-24,Saturday
23383,2,24,1996,12,DM,M,36,28,1996-02-24,Saturday
23384,2,24,1996,22,DM,F,35,34,1996-02-24,Saturday
23385,2,24,1996,1,DO,F,34,59,1996-02-24,Saturday
23386,2,24,1996,17,DM,M,38,52,1996-02-24,Saturday
23387,2,24,1996,24,PM,M,21,21,1996-02-24,Saturday
23388,2,24,1996,2,DO,M,35,49,1996-02-24,Saturday
23389,2,24,1996,12,DM,M,36,51,1996-02-24,Saturday
23390,2,24,1996,17,DM,F,34,54,1996-02-24,Saturday
23391,2,24,1996,1,DO,M,35,47,1996-02-24,Saturday
23392,2,24,1996,19,PP,M,21,20,1996-02-24,Saturday
23393,2,24,1996,2,PE,M,22,24,1996-02-24,Saturday
23394,2,24,1996,7,PM,F,21,24,1996-02-24,Saturday
23395,2,24,1996,1,OT,F,20,23,1996-02-24,Saturday
23396,2,24,1996,2,PE,F,20,24,1996-02-24,Saturday
23397,2,24,1996,21,PF,F,17,9,1996-02-24,Saturday
23398,2,24,1996,1,OT,M,21,26,1996-02-24,Saturday
23399,2,24,1996,2,PE,F,20,19,1996-02-24,Saturday
23400,2,24,1996,12,DM,F,35,46,1996-02-24,Saturday
23401,2,24,1996,17,DM,M,38,54,1996-02-24,Saturday
23402,2,24,1996,20,PF,F,17,9,1996-02-24,Saturday
23403,2,24,1996,2,DM,M,35,47,1996-02-24,Saturday
23404,2,24,1996,23,PM,F,20,22,1996-02-24,Saturday
23405,2,24,1996,12,DM,M,36,53,1996-02-24,Saturday
23406,2,24,1996,17,PF,M,17,9,1996-02-24,Saturday
23407,2,24,1996,2,RM,F,17,13,1996-02-24,Saturday
23408,2,24,1996,22,DM,M,38,53,1996-02-24,Saturday
23409,2,24,1996,19,PP,M,24,20,1996-02-24,Saturday
23410,2,25,1996,3,PP,F,21,18,1996-02-25,Sunday
23412,2,25,1996,3,PE,F,19,18,1996-02-25,Sunday
23415,2,25,1996,11,DO,F,39,54,1996-02-25,Sunday
23416,2,25,1996,4,PF,F,16,10,1996-02-25,Sunday
23417,2,25,1996,9,DO,F,38,47,1996-02-25,Sunday
23418,2,25,1996,11,PM,M,21,21,1996-02-25,Sunday
23419,2,25,1996,3,PE,M,21,21,1996-02-25,Sunday
23420,2,25,1996,11,PP,M,24,24,1996-02-25,Sunday
23421,2,25,1996,8,PF,F,16,8,1996-02-25,Sunday
23422,2,25,1996,8,DO,M,37,50,1996-02-25,Sunday
23423,2,25,1996,14,PF,M,16,10,1996-02-25,Sunday
23424,2,25,1996,4,DM,M,37,51,1996-02-25,Sunday
23425,2,25,1996,13,PM,M,22,23,1996-02-25,Sunday
23426,2,25,1996,3,DO,M,37,62,1996-02-25,Sunday
23427,2,25,1996,4,DM,F,38,49,1996-02-25,Sunday
23428,2,25,1996,3,DO,F,35,40,1996-02-25,Sunday
23429,2,25,1996,4,PF,M,16,9,1996-02-25,Sunday
23430,2,25,1996,11,DM,M,36,53,1996-02-25,Sunday
23432,2,25,1996,8,DO,F,36,40,1996-02-25,Sunday
23434,2,25,1996,13,OT,F,22,23,1996-02-25,Sunday
23436,2,25,1996,5,PF,F,16,7,1996-02-25,Sunday
23437,2,25,1996,14,DM,M,36,28,1996-02-25,Sunday
23438,2,25,1996,3,DO,F,37,51,1996-02-25,Sunday
23439,2,25,1996,6,PF,F,16,8,1996-02-25,Sunday
23440,2,25,1996,8,DO,M,39,51,1996-02-25,Sunday
23441,2,25,1996,14,DM,M,38,51,1996-02-25,Sunday
23442,2,25,1996,3,PP,M,21,16,1996-02-25,Sunday
23443,2,25,1996,4,DM,M,38,42,1996-02-25,Sunday
23444,2,25,1996,9,DM,M,38,50,1996-02-25,Sunday
23445,2,25,1996,13,PP,M,23,20,1996-02-25,Sunday
23446,2,25,1996,13,PF,F,16,11,1996-02-25,Sunday
23447,2,25,1996,9,DM,M,38,35,1996-02-25,Sunday
23448,2,25,1996,15,PF,M,17,11,1996-02-25,Sunday
23449,2,25,1996,4,DM,M,37,48,1996-02-25,Sunday
23450,2,25,1996,11,PF,F,16,9,1996-02-25,Sunday
23451,2,25,1996,16,DM,F,35,37,1996-02-25,Sunday
23452,2,25,1996,8,DO,F,34,58,1996-02-25,Sunday
23453,2,25,1996,16,DM,F,36,43,1996-02-25,Sunday
23454,2,25,1996,4,DM,F,37,47,1996-02-25,Sunday
23455,2,25,1996,14,DM,M,38,52,1996-02-25,Sunday
23456,2,25,1996,9,DM,M,36,46,1996-02-25,Sunday
23457,2,25,1996,14,DM,F,37,48,1996-02-25,Sunday
23458,2,25,1996,15,RM,M,17,10,1996-02-25,Sunday
23459,2,25,1996,11,PF,F,17,10,1996-02-25,Sunday
23460,2,25,1996,13,PF,M,16,8,1996-02-25,Sunday
23461,2,25,1996,8,DM,M,38,51,1996-02-25,Sunday
23462,2,25,1996,13,PF,F,17,8,1996-02-25,Sunday
23463,2,25,1996,5,PF,F,17,9,1996-02-25,Sunday
23464,2,25,1996,16,DM,M,35,32,1996-02-25,Sunday
23465,2,25,1996,6,PF,M,17,10,1996-02-25,Sunday
23466,2,25,1996,9,DM,M,38,36,1996-02-25,Sunday
23467,2,25,1996,6,PF,M,16,10,1996-02-25,Sunday
23468,2,25,1996,9,DM,M,37,50,1996-02-25,Sunday
23469,2,25,1996,13,PF,M,16,10,1996-02-25,Sunday
23470,2,25,1996,15,PF,F,17,9,1996-02-25,Sunday
23471,2,25,1996,3,DO,F,35,50,1996-02-25,Sunday
23472,2,25,1996,14,DM,M,36,48,1996-02-25,Sunday
23473,2,25,1996,13,DM,M,37,52,1996-02-25,Sunday
23474,2,25,1996,5,PF,F,16,7,1996-02-25,Sunday
23475,2,25,1996,3,PP,F,22,15,1996-02-25,Sunday
23476,2,25,1996,9,DM,F,37,47,1996-02-25,Sunday
23477,2,25,1996,15,PF,M,16,8,1996-02-25,Sunday
23478,2,25,1996,6,PF,F,16,7,1996-02-25,Sunday
23479,2,25,1996,8,DO,M,34,37,1996-02-25,Sunday
23480,2,25,1996,15,DM,M,38,50,1996-02-25,Sunday
23481,2,25,1996,11,DM,F,37,39,1996-02-25,Sunday
23482,2,25,1996,13,PP,M,23,21,1996-02-25,Sunday
23483,2,25,1996,14,DM,F,37,49,1996-02-25,Sunday
23484,2,25,1996,5,PF,F,16,8,1996-02-25,Sunday
23485,2,25,1996,16,DM,M,37,43,1996-02-25,Sunday
23486,2,25,1996,15,DM,F,37,43,1996-02-25,Sunday
23487,2,25,1996,13,PF,M,15,10,1996-02-25,Sunday
23488,2,25,1996,15,DM,F,35,47,1996-02-25,Sunday
23489,2,25,1996,11,PF,F,16,10,1996-02-25,Sunday
23490,2,25,1996,5,DM,F,39,55,1996-02-25,Sunday
23491,2,25,1996,15,PF,F,15,10,1996-02-25,Sunday
23492,2,25,1996,5,OT,F,21,28,1996-02-25,Sunday
23493,2,25,1996,16,DO,F,35,38,1996-02-25,Sunday
23496,3,23,1996,1,DM,F,36,52,1996-03-23,Saturday
23497,3,23,1996,19,PF,M,16,9,1996-03-23,Saturday
23498,3,23,1996,2,DM,F,36,41,1996-03-23,Saturday
23499,3,23,1996,17,DM,F,37,38,1996-03-23,Saturday
23500,3,23,1996,1,DM,M,34,23,1996-03-23,Saturday
23501,3,23,1996,2,PP,F,23,18,1996-03-23,Saturday
23502,3,23,1996,22,PF,M,16,8,1996-03-23,Saturday
23503,3,23,1996,23,RM,M,18,10,1996-03-23,Saturday
23504,3,23,1996,2,PE,M,20,21,1996-03-23,Saturday
23505,3,23,1996,18,PF,M,16,10,1996-03-23,Saturday
23506,3,23,1996,7,PP,M,23,20,1996-03-23,Saturday
23507,3,23,1996,1,PF,M,15,8,1996-03-23,Saturday
23508,3,23,1996,1,DM,M,37,39,1996-03-23,Saturday
23509,3,23,1996,12,DM,F,37,43,1996-03-23,Saturday
23510,3,23,1996,12,DM,F,37,48,1996-03-23,Saturday
23512,3,23,1996,20,PF,F,17,9,1996-03-23,Saturday
23513,3,23,1996,24,PM,M,21,21,1996-03-23,Saturday
23514,3,23,1996,22,DM,M,39,53,1996-03-23,Saturday
23515,3,23,1996,24,RM,F,17,13,1996-03-23,Saturday
23516,3,23,1996,12,PM,M,20,17,1996-03-23,Saturday
23518,3,23,1996,21,PP,F,21,16,1996-03-23,Saturday
23519,3,23,1996,2,DM,F,36,48,1996-03-23,Saturday
23520,3,23,1996,20,RM,F,16,11,1996-03-23,Saturday
23521,3,23,1996,1,DO,M,36,53,1996-03-23,Saturday
23522,3,23,1996,2,DM,F,37,49,1996-03-23,Saturday
23523,3,23,1996,12,PM,M,20,18,1996-03-23,Saturday
23524,3,23,1996,20,PE,M,21,22,1996-03-23,Saturday
23525,3,23,1996,18,PF,M,16,7,1996-03-23,Saturday
23526,3,23,1996,20,PF,M,16,9,1996-03-23,Saturday
23527,3,23,1996,1,DO,M,36,50,1996-03-23,Saturday
23528,3,23,1996,24,PE,M,19,21,1996-03-23,Saturday
23529,3,23,1996,22,PF,M,17,11,1996-03-23,Saturday
23530,3,23,1996,20,PP,M,23,20,1996-03-23,Saturday
23531,3,23,1996,21,PF,F,16,8,1996-03-23,Saturday
23532,3,23,1996,19,RM,F,17,12,1996-03-23,Saturday
23533,3,23,1996,18,PF,M,16,9,1996-03-23,Saturday
23534,3,23,1996,21,PP,M,24,24,1996-03-23,Saturday
23535,3,23,1996,1,PB,M,30,49,1996-03-23,Saturday
23536,3,23,1996,12,DO,M,45,51,1996-03-23,Saturday
23538,3,23,1996,1,PP,M,23,24,1996-03-23,Saturday
23539,3,23,1996,22,PP,M,23,21,1996-03-23,Saturday
23540,3,23,1996,7,RM,F,16,12,1996-03-23,Saturday
23541,3,23,1996,23,RM,M,17,11,1996-03-23,Saturday
23542,3,23,1996,20,PF,M,16,10,1996-03-23,Saturday
23543,3,23,1996,7,PP,F,21,17,1996-03-23,Saturday
23544,3,23,1996,17,DM,M,37,45,1996-03-23,Saturday
23545,3,23,1996,21,PF,F,16,8,1996-03-23,Saturday
23547,3,23,1996,2,PE,F,20,18,1996-03-23,Saturday
23548,3,23,1996,1,DM,M,40,58,1996-03-23,Saturday
23549,3,23,1996,2,DM,M,38,44,1996-03-23,Saturday
23550,3,23,1996,12,DM,M,36,52,1996-03-23,Saturday
23551,3,23,1996,20,PP,M,24,19,1996-03-23,Saturday
23552,3,23,1996,22,DM,F,37,41,1996-03-23,Saturday
23553,3,23,1996,7,PP,M,23,21,1996-03-23,Saturday
23554,3,23,1996,1,OT,F,22,23,1996-03-23,Saturday
23555,3,23,1996,12,OT,F,22,24,1996-03-23,Saturday
23557,3,23,1996,24,RM,M,16,10,1996-03-23,Saturday
23558,3,23,1996,2,RM,F,17,13,1996-03-23,Saturday
23559,3,23,1996,19,PM,M,20,14,1996-03-23,Saturday
23560,3,23,1996,18,PF,M,16,7,1996-03-23,Saturday
23561,3,23,1996,1,DO,M,34,37,1996-03-23,Saturday
23562,3,23,1996,20,PF,F,17,10,1996-03-23,Saturday
23563,3,23,1996,22,PF,F,17,8,1996-03-23,Saturday
23564,3,23,1996,7,PM,F,20,20,1996-03-23,Saturday
23565,3,23,1996,2,DM,M,37,48,1996-03-23,Saturday
23566,3,23,1996,20,RM,M,18,10,1996-03-23,Saturday
23567,3,23,1996,1,DO,M,36,46,1996-03-23,Saturday
23568,3,23,1996,7,PP,F,22,18,1996-03-23,Saturday
23569,3,23,1996,12,RM,M,16,11,1996-03-23,Saturday
23570,3,23,1996,19,PM,M,21,23,1996-03-23,Saturday
23571,3,23,1996,21,PF,M,16,8,1996-03-23,Saturday
23573,3,23,1996,1,OT,M,21,25,1996-03-23,Saturday
23574,3,23,1996,22,DM,M,36,53,1996-03-23,Saturday
23575,3,23,1996,12,DM,M,37,49,1996-03-23,Saturday
23576,3,23,1996,22,DM,F,37,50,1996-03-23,Saturday
23578,3,23,1996,1,PF,M,12,6,1996-03-23,Saturday
23579,3,23,1996,17,OT,F,21,31,1996-03-23,Saturday
23581,3,23,1996,17,PF,M,17,8,1996-03-23,Saturday
23583,3,23,1996,2,PE,F,19,25,1996-03-23,Saturday
23584,3,23,1996,12,DM,M,33,36,1996-03-23,Saturday
23585,3,23,1996,20,RM,M,18,11,1996-03-23,Saturday
23586,3,23,1996,21,PP,M,23,19,1996-03-23,Saturday
23587,3,23,1996,7,RM,M,17,10,1996-03-23,Saturday
23588,3,23,1996,18,PP,M,24,23,1996-03-23,Saturday
23589,3,23,1996,17,DM,F,36,42,1996-03-23,Saturday
23590,3,23,1996,20,PF,F,17,10,1996-03-23,Saturday
23591,3,23,1996,18,PF,F,17,10,1996-03-23,Saturday
23592,3,23,1996,2,RM,M,17,11,1996-03-23,Saturday
23595,3,23,1996,19,PP,M,23,22,1996-03-23,Saturday
23596,3,23,1996,20,PP,F,24,21,1996-03-23,Saturday
23597,3,23,1996,21,PP,F,24,24,1996-03-23,Saturday
23598,3,23,1996,2,PE,M,20,25,1996-03-23,Saturday
23599,3,23,1996,18,RM,M,17,11,1996-03-23,Saturday
23600,3,23,1996,17,PP,F,24,17,1996-03-23,Saturday
23601,3,23,1996,7,RM,M,17,11,1996-03-23,Saturday
23602,3,23,1996,21,RM,F,17,12,1996-03-23,Saturday
23603,3,24,1996,16,DM,M,35,42,1996-03-24,Sunday
23604,3,24,1996,3,PE,M,21,20,1996-03-24,Sunday
23605,3,24,1996,8,PE,F,20,24,1996-03-24,Sunday
23606,3,24,1996,13,PF,M,16,9,1996-03-24,Sunday
23607,3,24,1996,14,DM,M,36,49,1996-03-24,Sunday
23608,3,24,1996,6,OT,F,19,30,1996-03-24,Sunday
23609,3,24,1996,11,RM,M,18,12,1996-03-24,Sunday
23610,3,24,1996,13,PF,F,17,9,1996-03-24,Sunday
23611,3,24,1996,8,DO,M,38,48,1996-03-24,Sunday
23612,3,24,1996,16,DM,F,35,31,1996-03-24,Sunday
23614,3,24,1996,8,PP,M,22,21,1996-03-24,Sunday
23615,3,24,1996,13,PF,F,18,7,1996-03-24,Sunday
23616,3,24,1996,3,PF,F,16,8,1996-03-24,Sunday
23617,3,24,1996,8,PP,F,21,16,1996-03-24,Sunday
23618,3,24,1996,13,PM,F,22,20,1996-03-24,Sunday
23619,3,24,1996,9,DM,F,37,36,1996-03-24,Sunday
23620,3,24,1996,15,RM,F,16,11,1996-03-24,Sunday
23621,3,24,1996,14,DM,M,37,51,1996-03-24,Sunday
23622,3,24,1996,11,DM,M,39,53,1996-03-24,Sunday
23623,3,24,1996,3,PP,M,22,18,1996-03-24,Sunday
23624,3,24,1996,14,DM,F,37,48,1996-03-24,Sunday
23625,3,24,1996,3,PP,M,24,22,1996-03-24,Sunday
23626,3,24,1996,3,DO,F,37,54,1996-03-24,Sunday
23627,3,24,1996,14,DM,M,37,50,1996-03-24,Sunday
23628,3,24,1996,11,DO,F,38,56,1996-03-24,Sunday
23629,3,24,1996,8,DO,F,34,49,1996-03-24,Sunday
23630,3,24,1996,11,PM,F,19,14,1996-03-24,Sunday
23631,3,24,1996,14,DM,F,38,47,1996-03-24,Sunday
23632,3,24,1996,11,DO,M,36,43,1996-03-24,Sunday
23633,3,24,1996,15,RM,M,18,10,1996-03-24,Sunday
23634,3,24,1996,3,PP,F,22,15,1996-03-24,Sunday
23635,3,24,1996,15,DM,M,39,48,1996-03-24,Sunday
23636,3,24,1996,14,PP,F,24,18,1996-03-24,Sunday
23637,3,24,1996,5,DO,F,36,49,1996-03-24,Sunday
23638,3,24,1996,14,DM,M,36,40,1996-03-24,Sunday
23639,3,24,1996,10,RM,M,16,10,1996-03-24,Sunday
23640,3,24,1996,13,PP,M,23,25,1996-03-24,Sunday
23641,3,24,1996,13,DM,F,36,39,1996-03-24,Sunday
23642,3,24,1996,16,DM,F,34,49,1996-03-24,Sunday
23643,3,24,1996,14,PP,M,22,22,1996-03-24,Sunday
23645,4,14,1996,2,DM,F,37,47,1996-04-14,Sunday
23646,4,14,1996,7,PM,M,21,21,1996-04-14,Sunday
23647,4,14,1996,1,DO,M,37,36,1996-04-14,Sunday
23648,4,14,1996,12,PP,F,23,19,1996-04-14,Sunday
23649,4,14,1996,7,PM,F,21,17,1996-04-14,Sunday
23650,4,14,1996,2,DM,F,34,26,1996-04-14,Sunday
23651,4,14,1996,19,PF,F,17,9,1996-04-14,Sunday
23652,4,14,1996,22,PF,F,17,8,1996-04-14,Sunday
23653,4,14,1996,17,DM,M,38,40,1996-04-14,Sunday
23654,4,14,1996,21,PF,F,16,10,1996-04-14,Sunday
23655,4,14,1996,22,DM,F,37,27,1996-04-14,Sunday
23656,4,14,1996,1,PF,M,15,8,1996-04-14,Sunday
23657,4,14,1996,7,RM,M,15,10,1996-04-14,Sunday
23658,4,14,1996,2,PE,M,21,20,1996-04-14,Sunday
23659,4,14,1996,20,PF,M,17,10,1996-04-14,Sunday
23660,4,14,1996,24,PM,M,20,18,1996-04-14,Sunday
23661,4,14,1996,18,PF,F,17,9,1996-04-14,Sunday
23662,4,14,1996,17,DM,M,38,39,1996-04-14,Sunday
23663,4,14,1996,12,DM,F,34,48,1996-04-14,Sunday
23664,4,14,1996,24,RM,M,17,10,1996-04-14,Sunday
23665,4,14,1996,21,PP,F,21,20,1996-04-14,Sunday
23666,4,14,1996,12,PF,F,15,8,1996-04-14,Sunday
23667,4,14,1996,18,PP,F,24,20,1996-04-14,Sunday
23668,4,14,1996,19,PF,M,16,8,1996-04-14,Sunday
23669,4,14,1996,12,RM,F,17,15,1996-04-14,Sunday
23670,4,14,1996,12,DM,F,37,49,1996-04-14,Sunday
