record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,date,day_of_week,plot_type,genus,species,taxa
23262,1,27,1996,1,OT,M,21,25,1/27/1996,Sat,Spectab exclosure,Onychomys,torridus,Rodent
23263,1,27,1996,22,DM,M,39,44,1/27/1996,Sat,Control,Dipodomys,merriami,Rodent
23264,1,27,1996,17,DM,M,38,55,1/27/1996,Sat,Control,Dipodomys,merriami,Rodent
23265,1,28,1996,3,DO,M,39,64,1/28/1996,Sun,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
23266,1,28,1996,4,PF,M,16,9,1/28/1996,Sun,Control,Perognathus,flavus,Rodent
23267,1,28,1996,3,PE,M,20,19,1/28/1996,Sun,Long-term Krat Exclosure,Peromyscus,eremicus,Rodent
23268,1,28,1996,11,DO,F,37,52,1/28/1996,Sun,Control,Dipodomys,ordii,Rodent
23269,1,28,1996,13,PP,M,23,17,1/28/1996,Sun,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23270,1,28,1996,15,DM,F,35,37,1/28/1996,Sun,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
23271,1,28,1996,13,PF,F,16,7,1/28/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23272,1,28,1996,14,DM,M,36,53,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23273,1,28,1996,3,DO,F,37,52,1/28/1996,Sun,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
23276,1,28,1996,4,PF,M,17,9,1/28/1996,Sun,Control,Perognathus,flavus,Rodent
23277,1,28,1996,11,DM,M,39,54,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23278,1,28,1996,8,DO,M,38,60,1/28/1996,Sun,Control,Dipodomys,ordii,Rodent
23279,1,28,1996,13,PF,F,16,11,1/28/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23280,1,28,1996,15,PF,F,16,9,1/28/1996,Sun,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23281,1,28,1996,4,DM,M,37,55,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23282,1,28,1996,14,DM,F,37,50,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23283,1,28,1996,3,PF,M,15,5,1/28/1996,Sun,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23284,1,28,1996,9,PF,F,17,8,1/28/1996,Sun,Spectab exclosure,Perognathus,flavus,Rodent
23285,1,28,1996,13,PF,F,15,9,1/28/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23286,1,28,1996,4,PF,F,17,9,1/28/1996,Sun,Control,Perognathus,flavus,Rodent
23287,1,28,1996,3,PP,F,24,18,1/28/1996,Sun,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23288,1,28,1996,15,RM,M,16,10,1/28/1996,Sun,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
23289,1,28,1996,15,PF,M,16,11,1/28/1996,Sun,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23290,1,28,1996,5,PF,M,16,9,1/28/1996,Sun,Rodent Exclosure,Perognathus,flavus,Rodent
23291,1,28,1996,3,PF,M,15,9,1/28/1996,Sun,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23292,1,28,1996,8,DO,M,36,44,1/28/1996,Sun,Control,Dipodomys,ordii,Rodent
23293,1,28,1996,5,DO,F,36,50,1/28/1996,Sun,Rodent Exclosure,Dipodomys,ordii,Rodent
23294,1,28,1996,3,PF,F,16,9,1/28/1996,Sun,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23295,1,28,1996,4,DM,M,36,46,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23296,1,28,1996,5,DM,M,38,36,1/28/1996,Sun,Rodent Exclosure,Dipodomys,merriami,Rodent
23298,1,28,1996,6,DO,M,33,44,1/28/1996,Sun,Short-term Krat Exclosure,Dipodomys,ordii,Rodent
23299,1,28,1996,14,DM,M,33,46,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23300,1,28,1996,4,DM,F,36,52,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23301,1,28,1996,8,DM,M,38,37,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23302,1,28,1996,4,DM,M,38,54,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23303,1,28,1996,4,DM,M,37,36,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23304,1,28,1996,11,RM,M,18,12,1/28/1996,Sun,Control,Reithrodontomys,megalotis,Rodent
23305,1,28,1996,14,DM,F,37,54,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23306,1,28,1996,5,DM,F,38,62,1/28/1996,Sun,Rodent Exclosure,Dipodomys,merriami,Rodent
23307,1,28,1996,13,DM,M,39,60,1/28/1996,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
23308,1,28,1996,14,DM,M,38,54,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23309,1,28,1996,9,DM,F,36,29,1/28/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
23310,1,28,1996,4,DM,F,38,62,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23311,1,28,1996,14,DM,M,37,52,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23312,1,28,1996,5,DO,F,36,44,1/28/1996,Sun,Rodent Exclosure,Dipodomys,ordii,Rodent
23313,1,28,1996,8,OL,M,21,30,1/28/1996,Sun,Control,Onychomys,leucogaster,Rodent
23314,1,28,1996,8,DO,M,36,55,1/28/1996,Sun,Control,Dipodomys,ordii,Rodent
23315,1,28,1996,9,DO,M,38,48,1/28/1996,Sun,Spectab exclosure,Dipodomys,ordii,Rodent
23316,1,28,1996,8,DO,F,36,51,1/28/1996,Sun,Control,Dipodomys,ordii,Rodent
23317,1,28,1996,6,PF,M,15,7,1/28/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23318,1,28,1996,9,DM,M,35,30,1/28/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
23319,1,28,1996,9,DM,M,38,45,1/28/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
23320,1,28,1996,9,DM,M,37,52,1/28/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
23321,1,28,1996,8,DM,M,37,53,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23322,1,28,1996,14,DM,M,36,48,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23323,1,28,1996,16,DM,M,37,45,1/28/1996,Sun,Rodent Exclosure,Dipodomys,merriami,Rodent
23324,1,28,1996,9,DM,F,38,44,1/28/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
23325,1,28,1996,13,DM,M,36,53,1/28/1996,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
23326,1,28,1996,5,PP,M,23,15,1/28/1996,Sun,Rodent Exclosure,Chaetodipus,penicillatus,Rodent
23327,1,28,1996,11,DM,F,38,36,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23328,1,28,1996,9,DM,M,38,56,1/28/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
23329,1,28,1996,14,DM,M,36,53,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23330,1,28,1996,6,PF,F,15,7,1/28/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23331,1,28,1996,8,DM,F,39,51,1/28/1996,Sun,Control,Dipodomys,merriami,Rodent
23332,1,28,1996,5,DO,F,34,34,1/28/1996,Sun,Rodent Exclosure,Dipodomys,ordii,Rodent
23333,1,28,1996,3,DO,F,34,49,1/28/1996,Sun,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
23334,1,28,1996,9,PF,M,17,7,1/28/1996,Sun,Spectab exclosure,Perognathus,flavus,Rodent
23335,1,28,1996,8,DO,M,39,47,1/28/1996,Sun,Control,Dipodomys,ordii,Rodent
23336,1,28,1996,14,PF,F,16,11,1/28/1996,Sun,Control,Perognathus,flavus,Rodent
23337,1,28,1996,15,DM,M,38,51,1/28/1996,Sun,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
23338,1,28,1996,9,DM,M,38,43,1/28/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
23339,1,28,1996,15,DM,F,37,43,1/28/1996,Sun,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
23341,2,24,1996,2,DM,F,38,55,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23342,2,24,1996,12,DM,F,35,45,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23343,2,24,1996,21,PF,M,16,10,2/24/1996,Sat,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23344,2,24,1996,20,PE,M,21,22,2/24/1996,Sat,Short-term Krat Exclosure,Peromyscus,eremicus,Rodent
23345,2,24,1996,2,DM,M,37,45,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23346,2,24,1996,22,DM,F,38,49,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23347,2,24,1996,21,RM,M,18,12,2/24/1996,Sat,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
23348,2,24,1996,17,DM,F,36,34,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23349,2,24,1996,12,DM,M,37,48,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23350,2,24,1996,1,PP,M,24,21,2/24/1996,Sat,Spectab exclosure,Chaetodipus,penicillatus,Rodent
23351,2,24,1996,12,DM,F,38,44,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23352,2,24,1996,18,PF,M,16,9,2/24/1996,Sat,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23353,2,24,1996,2,PP,F,22,17,2/24/1996,Sat,Control,Chaetodipus,penicillatus,Rodent
23354,2,24,1996,12,DM,M,39,58,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23355,2,24,1996,20,RM,F,18,11,2/24/1996,Sat,Short-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
23357,2,24,1996,2,DM,F,35,44,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23358,2,24,1996,1,DM,M,36,37,2/24/1996,Sat,Spectab exclosure,Dipodomys,merriami,Rodent
23359,2,24,1996,21,PP,F,21,16,2/24/1996,Sat,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23360,2,24,1996,17,DM,F,37,33,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23361,2,24,1996,12,DM,M,38,54,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23362,2,24,1996,12,DM,F,38,49,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23363,2,24,1996,12,DM,M,37,51,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23364,2,24,1996,1,DO,M,35,47,2/24/1996,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
23365,2,24,1996,2,DM,F,34,49,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23366,2,24,1996,7,RM,M,18,11,2/24/1996,Sat,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
23367,2,24,1996,1,PB,F,26,42,2/24/1996,Sat,Spectab exclosure,Chaetodipus,baileyi,Rodent
23368,2,24,1996,2,DM,M,40,55,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23370,2,24,1996,20,PF,F,17,9,2/24/1996,Sat,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23371,2,24,1996,2,PM,M,20,16,2/24/1996,Sat,Control,Peromyscus,maniculatus,Rodent
23372,2,24,1996,24,RM,M,20,14,2/24/1996,Sat,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
23373,2,24,1996,1,PB,F,26,31,2/24/1996,Sat,Spectab exclosure,Chaetodipus,baileyi,Rodent
23374,2,24,1996,21,PF,M,16,8,2/24/1996,Sat,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23375,2,24,1996,17,DM,M,37,45,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23376,2,24,1996,12,DM,M,35,46,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23377,2,24,1996,18,RM,M,17,11,2/24/1996,Sat,Short-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
23378,2,24,1996,20,PF,M,15,9,2/24/1996,Sat,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23379,2,24,1996,2,PE,F,20,17,2/24/1996,Sat,Control,Peromyscus,eremicus,Rodent
23380,2,24,1996,12,PF,F,14,7,2/24/1996,Sat,Control,Perognathus,flavus,Rodent
23381,2,24,1996,2,RM,M,16,12,2/24/1996,Sat,Control,Reithrodontomys,megalotis,Rodent
23382,2,24,1996,12,DM,F,37,40,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23383,2,24,1996,12,DM,M,36,28,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23384,2,24,1996,22,DM,F,35,34,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23385,2,24,1996,1,DO,F,34,59,2/24/1996,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
23386,2,24,1996,17,DM,M,38,52,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23387,2,24,1996,24,PM,M,21,21,2/24/1996,Sat,Rodent Exclosure,Peromyscus,maniculatus,Rodent
23388,2,24,1996,2,DO,M,35,49,2/24/1996,Sat,Control,Dipodomys,ordii,Rodent
23389,2,24,1996,12,DM,M,36,51,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23390,2,24,1996,17,DM,F,34,54,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23391,2,24,1996,1,DO,M,35,47,2/24/1996,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
23392,2,24,1996,19,PP,M,21,20,2/24/1996,Sat,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23393,2,24,1996,2,PE,M,22,24,2/24/1996,Sat,Control,Peromyscus,eremicus,Rodent
23394,2,24,1996,7,PM,F,21,24,2/24/1996,Sat,Rodent Exclosure,Peromyscus,maniculatus,Rodent
23395,2,24,1996,1,OT,F,20,23,2/24/1996,Sat,Spectab exclosure,Onychomys,torridus,Rodent
23396,2,24,1996,2,PE,F,20,24,2/24/1996,Sat,Control,Peromyscus,eremicus,Rodent
23397,2,24,1996,21,PF,F,17,9,2/24/1996,Sat,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23398,2,24,1996,1,OT,M,21,26,2/24/1996,Sat,Spectab exclosure,Onychomys,torridus,Rodent
23399,2,24,1996,2,PE,F,20,19,2/24/1996,Sat,Control,Peromyscus,eremicus,Rodent
23400,2,24,1996,12,DM,F,35,46,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23401,2,24,1996,17,DM,M,38,54,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23402,2,24,1996,20,PF,F,17,9,2/24/1996,Sat,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23403,2,24,1996,2,DM,M,35,47,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23404,2,24,1996,23,PM,F,20,22,2/24/1996,Sat,Rodent Exclosure,Peromyscus,maniculatus,Rodent
23405,2,24,1996,12,DM,M,36,53,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23406,2,24,1996,17,PF,M,17,9,2/24/1996,Sat,Control,Perognathus,flavus,Rodent
23407,2,24,1996,2,RM,F,17,13,2/24/1996,Sat,Control,Reithrodontomys,megalotis,Rodent
23408,2,24,1996,22,DM,M,38,53,2/24/1996,Sat,Control,Dipodomys,merriami,Rodent
23409,2,24,1996,19,PP,M,24,20,2/24/1996,Sat,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23410,2,25,1996,3,PP,F,21,18,2/25/1996,Sun,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23412,2,25,1996,3,PE,F,19,18,2/25/1996,Sun,Long-term Krat Exclosure,Peromyscus,eremicus,Rodent
23413,2,25,1996,9,OL,M,23,26,2/25/1996,Sun,Spectab exclosure,Onychomys,leucogaster,Rodent
23415,2,25,1996,11,DO,F,39,54,2/25/1996,Sun,Control,Dipodomys,ordii,Rodent
23416,2,25,1996,4,PF,F,16,10,2/25/1996,Sun,Control,Perognathus,flavus,Rodent
23417,2,25,1996,9,DO,F,38,47,2/25/1996,Sun,Spectab exclosure,Dipodomys,ordii,Rodent
23418,2,25,1996,11,PM,M,21,21,2/25/1996,Sun,Control,Peromyscus,maniculatus,Rodent
23419,2,25,1996,3,PE,M,21,21,2/25/1996,Sun,Long-term Krat Exclosure,Peromyscus,eremicus,Rodent
23420,2,25,1996,11,PP,M,24,24,2/25/1996,Sun,Control,Chaetodipus,penicillatus,Rodent
23421,2,25,1996,8,PF,F,16,8,2/25/1996,Sun,Control,Perognathus,flavus,Rodent
23422,2,25,1996,8,DO,M,37,50,2/25/1996,Sun,Control,Dipodomys,ordii,Rodent
23423,2,25,1996,14,PF,M,16,10,2/25/1996,Sun,Control,Perognathus,flavus,Rodent
23424,2,25,1996,4,DM,M,37,51,2/25/1996,Sun,Control,Dipodomys,merriami,Rodent
23425,2,25,1996,13,PM,M,22,23,2/25/1996,Sun,Short-term Krat Exclosure,Peromyscus,maniculatus,Rodent
23426,2,25,1996,3,DO,M,37,62,2/25/1996,Sun,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
23427,2,25,1996,4,DM,F,38,49,2/25/1996,Sun,Control,Dipodomys,merriami,Rodent
23428,2,25,1996,3,DO,F,35,40,2/25/1996,Sun,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
23429,2,25,1996,4,PF,M,16,9,2/25/1996,Sun,Control,Perognathus,flavus,Rodent
23430,2,25,1996,11,DM,M,36,53,2/25/1996,Sun,Control,Dipodomys,merriami,Rodent
23431,2,25,1996,6,OL,M,21,28,2/25/1996,Sun,Short-term Krat Exclosure,Onychomys,leucogaster,Rodent
23432,2,25,1996,8,DO,F,36,40,2/25/1996,Sun,Control,Dipodomys,ordii,Rodent
23433,2,25,1996,3,OL,F,23,26,2/25/1996,Sun,Long-term Krat Exclosure,Onychomys,leucogaster,Rodent
23434,2,25,1996,13,OT,F,22,23,2/25/1996,Sun,Short-term Krat Exclosure,Onychomys,torridus,Rodent
23436,2,25,1996,5,PF,F,16,7,2/25/1996,Sun,Rodent Exclosure,Perognathus,flavus,Rodent
23437,2,25,1996,14,DM,M,36,28,2/25/1996,Sun,Control,Dipodomys,merriami,Rodent
23438,2,25,1996,3,DO,F,37,51,2/25/1996,Sun,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
23439,2,25,1996,6,PF,F,16,8,2/25/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23440,2,25,1996,8,DO,M,39,51,2/25/1996,Sun,Control,Dipodomys,ordii,Rodent
23441,2,25,1996,14,DM,M,38,51,2/25/1996,Sun,Control,Dipodomys,merriami,Rodent
23442,2,25,1996,3,PP,M,21,16,2/25/1996,Sun,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23443,2,25,1996,4,DM,M,38,42,2/25/1996,Sun,Control,Dipodomys,merriami,Rodent
23444,2,25,1996,9,DM,M,38,50,2/25/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
23445,2,25,1996,13,PP,M,23,20,2/25/1996,Sun,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23446,2,25,1996,13,PF,F,16,11,2/25/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23447,2,25,1996,9,DM,M,38,35,2/25/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
23448,2,25,1996,15,PF,M,17,11,2/25/1996,Sun,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23449,2,25,1996,4,DM,M,37,48,2/25/1996,Sun,Control,Dipodomys,merriami,Rodent
23450,2,25,1996,11,PF,F,16,9,2/25/1996,Sun,Control,Perognathus,flavus,Rodent
23451,2,25,1996,16,DM,F,35,37,2/25/1996,Sun,Rodent Exclosure,Dipodomys,merriami,Rodent
23452,2,25,1996,8,DO,F,34,58,2/25/1996,Sun,Control,Dipodomys,ordii,Rodent
23453,2,25,1996,16,DM,F,36,43,2/25/1996,Sun,Rodent Exclosure,Dipodomys,merriami,Rodent
23454,2,25,1996,4,DM,F,37,47,2/25/1996,Sun,Control,Dipodomys,merriami,Rodent
23455,2,25,1996,14,DM,M,38,52,2/25/1996,Sun,Control,Dipodomys,merriami,Rodent
23456,2,25,1996,9,DM,M,36,46,2/25/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
23457,2,25,1996,14,DM,F,37,48,2/25/1996,Sun,Control,Dipodomys,merriami,Rodent
23458,2,25,1996,15,RM,M,17,10,2/25/1996,Sun,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
23459,2,25,1996,11,PF,F,17,10,2/25/1996,Sun,Control,Perognathus,flavus,Rodent
23460,2,25,1996,13,PF,M,16,8,2/25/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23461,2,25,1996,8,DM,M,38,51,2/25/1996,Sun,Control,Dipodomys,merriami,Rodent
23462,2,25,1996,13,PF,F,17,8,2/25/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23463,2,25,1996,5,PF,F,17,9,2/25/1996,Sun,Rodent Exclosure,Perognathus,flavus,Rodent
23464,2,25,1996,16,DM,M,35,32,2/25/1996,Sun,Rodent Exclosure,Dipodomys,merriami,Rodent
23465,2,25,1996,6,PF,M,17,10,2/25/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23466,2,25,1996,9,DM,M,38,36,2/25/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
23467,2,25,1996,6,PF,M,16,10,2/25/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23468,2,25,1996,9,DM,M,37,50,2/25/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
23469,2,25,1996,13,PF,M,16,10,2/25/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23470,2,25,1996,15,PF,F,17,9,2/25/1996,Sun,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23471,2,25,1996,3,DO,F,35,50,2/25/1996,Sun,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
23472,2,25,1996,14,DM,M,36,48,2/25/1996,Sun,Control,Dipodomys,merriami,Rodent
23473,2,25,1996,13,DM,M,37,52,2/25/1996,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
23474,2,25,1996,5,PF,F,16,7,2/25/1996,Sun,Rodent Exclosure,Perognathus,flavus,Rodent
23475,2,25,1996,3,PP,F,22,15,2/25/1996,Sun,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23476,2,25,1996,9,DM,F,37,47,2/25/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
