record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,date,day_of_week,plot_type,genus,species,taxa
23746,4,15,1996,3,PP,M,24,25,4/15/1996,Mon,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23749,4,15,1996,4,DM,F,37,49,4/15/1996,Mon,Control,Dipodomys,merriami,Rodent
23750,4,15,1996,3,DO,F,36,41,4/15/1996,Mon,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
23756,4,15,1996,11,DO,F,34,22,4/15/1996,Mon,Control,Dipodomys,ordii,Rodent
23760,4,15,1996,13,PM,F,21,22,4/15/1996,Mon,Short-term Krat Exclosure,Peromyscus,maniculatus,Rodent
23762,4,15,1996,3,DO,F,35,46,4/15/1996,Mon,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
23766,4,15,1996,11,DO,F,37,49,4/15/1996,Mon,Control,Dipodomys,ordii,Rodent
23770,4,15,1996,3,DO,M,37,50,4/15/1996,Mon,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
23775,4,15,1996,14,DM,M,37,50,4/15/1996,Mon,Control,Dipodomys,merriami,Rodent
23776,4,15,1996,3,RM,M,18,11,4/15/1996,Mon,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
23777,4,15,1996,4,PF,M,16,11,4/15/1996,Mon,Control,Perognathus,flavus,Rodent
23782,4,15,1996,13,PF,F,15,8,4/15/1996,Mon,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23786,4,15,1996,15,PF,F,15,12,4/15/1996,Mon,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23788,4,15,1996,11,PM,M,21,17,4/15/1996,Mon,Control,Peromyscus,maniculatus,Rodent
23789,4,15,1996,8,DO,M,34,30,4/15/1996,Mon,Control,Dipodomys,ordii,Rodent
23796,4,15,1996,13,PM,F,21,13,4/15/1996,Mon,Short-term Krat Exclosure,Peromyscus,maniculatus,Rodent
23797,4,15,1996,4,PP,F,21,11,4/15/1996,Mon,Control,Chaetodipus,penicillatus,Rodent
23800,4,15,1996,8,PP,F,24,19,4/15/1996,Mon,Control,Chaetodipus,penicillatus,Rodent
23804,4,15,1996,3,PF,M,15,8,4/15/1996,Mon,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23806,4,15,1996,15,DM,M,38,35,4/15/1996,Mon,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
23810,4,15,1996,11,DM,M,36,51,4/15/1996,Mon,Control,Dipodomys,merriami,Rodent
23812,4,15,1996,3,PP,M,23,42,4/15/1996,Mon,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23814,4,15,1996,6,OL,M,19,27,4/15/1996,Mon,Short-term Krat Exclosure,Onychomys,leucogaster,Rodent
23816,4,15,1996,3,OL,F,21,23,4/15/1996,Mon,Long-term Krat Exclosure,Onychomys,leucogaster,Rodent
23818,4,15,1996,3,PF,M,16,8,4/15/1996,Mon,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23824,4,15,1996,9,DM,M,35,39,4/15/1996,Mon,Spectab exclosure,Dipodomys,merriami,Rodent
23826,4,15,1996,14,DM,F,35,46,4/15/1996,Mon,Control,Dipodomys,merriami,Rodent
23831,4,15,1996,15,PF,M,15,12,4/15/1996,Mon,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23833,4,15,1996,11,RM,F,17,11,4/15/1996,Mon,Control,Reithrodontomys,megalotis,Rodent
23838,4,15,1996,9,DM,M,38,48,4/15/1996,Mon,Spectab exclosure,Dipodomys,merriami,Rodent
23841,4,15,1996,4,DM,M,35,47,4/15/1996,Mon,Control,Dipodomys,merriami,Rodent
23844,4,15,1996,8,PP,M,22,22,4/15/1996,Mon,Control,Chaetodipus,penicillatus,Rodent
23846,4,15,1996,14,DM,M,37,36,4/15/1996,Mon,Control,Dipodomys,merriami,Rodent
23847,4,15,1996,15,PF,M,15,10,4/15/1996,Mon,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23849,4,15,1996,8,DM,M,37,49,4/15/1996,Mon,Control,Dipodomys,merriami,Rodent
23855,4,15,1996,4,DM,M,37,38,4/15/1996,Mon,Control,Dipodomys,merriami,Rodent
23857,4,15,1996,9,PF,M,17,9,4/15/1996,Mon,Spectab exclosure,Perognathus,flavus,Rodent
23858,4,15,1996,5,PF,M,15,8,4/15/1996,Mon,Rodent Exclosure,Perognathus,flavus,Rodent
23860,4,15,1996,11,DO,M,36,53,4/15/1996,Mon,Control,Dipodomys,ordii,Rodent
23864,4,15,1996,3,PP,F,21,16,4/15/1996,Mon,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23865,4,15,1996,11,DM,M,35,53,4/15/1996,Mon,Control,Dipodomys,merriami,Rodent
23870,4,15,1996,16,RM,M,18,10,4/15/1996,Mon,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
23874,4,15,1996,15,PF,F,15,9,4/15/1996,Mon,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23875,4,15,1996,8,PP,F,23,16,4/15/1996,Mon,Control,Chaetodipus,penicillatus,Rodent
23882,5,23,1996,21,PF,M,16,10,5/23/1996,Thu,Long-term Krat Exclosure,Perognathus,flavus,Rodent
23883,5,23,1996,12,DO,F,37,34,5/23/1996,Thu,Control,Dipodomys,ordii,Rodent
23884,5,23,1996,21,PP,M,22,7,5/23/1996,Thu,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23885,5,23,1996,22,PF,M,17,8,5/23/1996,Thu,Control,Perognathus,flavus,Rodent
23887,5,23,1996,22,PP,F,24,18,5/23/1996,Thu,Control,Chaetodipus,penicillatus,Rodent
23888,5,23,1996,21,PP,M,22,18,5/23/1996,Thu,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23889,5,23,1996,18,PF,M,13,8,5/23/1996,Thu,Short-term Krat Exclosure,Perognathus,flavus,Rodent
23890,5,23,1996,12,DM,M,35,46,5/23/1996,Thu,Control,Dipodomys,merriami,Rodent
23891,5,23,1996,1,DO,F,37,45,5/23/1996,Thu,Spectab exclosure,Dipodomys,ordii,Rodent
23893,5,23,1996,21,PP,M,23,11,5/23/1996,Thu,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23894,5,23,1996,12,NL,M,21,118,5/23/1996,Thu,Control,Neotoma,albigula,Rodent
23895,5,23,1996,2,DM,M,35,41,5/23/1996,Thu,Control,Dipodomys,merriami,Rodent
23896,5,23,1996,21,PP,M,23,12,5/23/1996,Thu,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23903,5,23,1996,18,PP,M,24,21,5/23/1996,Thu,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23904,5,23,1996,2,DM,F,36,49,5/23/1996,Thu,Control,Dipodomys,merriami,Rodent
23912,5,23,1996,2,PF,M,17,8,5/23/1996,Thu,Control,Perognathus,flavus,Rodent
23916,5,23,1996,12,DM,M,32,53,5/23/1996,Thu,Control,Dipodomys,merriami,Rodent
23918,5,23,1996,1,DO,M,36,46,5/23/1996,Thu,Spectab exclosure,Dipodomys,ordii,Rodent
23924,5,23,1996,20,PP,F,23,19,5/23/1996,Thu,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23927,5,23,1996,22,DM,F,35,20,5/23/1996,Thu,Control,Dipodomys,merriami,Rodent
23939,5,23,1996,12,DM,M,34,27,5/23/1996,Thu,Control,Dipodomys,merriami,Rodent
23941,5,23,1996,7,PP,M,21,18,5/23/1996,Thu,Rodent Exclosure,Chaetodipus,penicillatus,Rodent
23946,5,23,1996,18,PP,M,23,20,5/23/1996,Thu,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23951,5,24,1996,3,PP,M,22,20,5/24/1996,Fri,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
23955,5,24,1996,3,DO,F,35,35,5/24/1996,Fri,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
23957,5,24,1996,8,PP,F,23,19,5/24/1996,Fri,Control,Chaetodipus,penicillatus,Rodent
23960,5,24,1996,8,DO,F,34,47,5/24/1996,Fri,Control,Dipodomys,ordii,Rodent
23964,5,24,1996,13,OT,M,20,26,5/24/1996,Fri,Short-term Krat Exclosure,Onychomys,torridus,Rodent
23965,5,24,1996,15,DM,M,36,42,5/24/1996,Fri,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
23966,5,24,1996,5,PF,M,15,9,5/24/1996,Fri,Rodent Exclosure,Perognathus,flavus,Rodent
23967,5,24,1996,3,PP,M,23,20,5/24/1996,Fri,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
