record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
23365,2,24,1996,2,DM,F,34,49
23366,2,24,1996,7,RM,M,18,11
23367,2,24,1996,1,PB,F,26,42
23368,2,24,1996,2,DM,M,40,55
23370,2,24,1996,20,PF,F,17,9
23371,2,24,1996,2,PM,M,20,16
23372,2,24,1996,24,RM,M,20,14
23373,2,24,1996,1,PB,F,26,31
23374,2,24,1996,21,PF,M,16,8
23375,2,24,1996,17,DM,M,37,45
23376,2,24,1996,12,DM,M,35,46
23377,2,24,1996,18,RM,M,17,11
23378,2,24,1996,20,PF,M,15,9
23379,2,24,1996,2,PE,F,20,17
23380,2,24,1996,12,PF,F,14,7
23381,2,24,1996,2,RM,M,16,12
23382,2,24,1996,12,DM,F,37,40
23383,2,24,1996,12,DM,M,36,28
23384,2,24,1996,22,DM,F,35,34
23385,2,24,1996,1,DO,F,34,59
23386,2,24,1996,17,DM,M,38,52
23387,2,24,1996,24,PM,M,21,21
23388,2,24,1996,2,DO,M,35,49
23389,2,24,1996,12,DM,M,36,51
23390,2,24,1996,17,DM,F,34,54
23391,2,24,1996,1,DO,M,35,47
23392,2,24,1996,19,PP,M,21,20
23393,2,24,1996,2,PE,M,22,24
23394,2,24,1996,7,PM,F,21,24
23395,2,24,1996,1,OT,F,20,23
23396,2,24,1996,2,PE,F,20,24
23397,2,24,1996,21,PF,F,17,9
23398,2,24,1996,1,OT,M,21,26
23399,2,24,1996,2,PE,F,20,19
23400,2,24,1996,12,DM,F,35,46
23401,2,24,1996,17,DM,M,38,54
23402,2,24,1996,20,PF,F,17,9
23403,2,24,1996,2,DM,M,35,47
23404,2,24,1996,23,PM,F,20,22
23405,2,24,1996,12,DM,M,36,53
23406,2,24,1996,17,PF,M,17,9
23407,2,24,1996,2,RM,F,17,13
23408,2,24,1996,22,DM,M,38,53
23409,2,24,1996,19,PP,M,24,20
23410,2,25,1996,3,PP,F,21,18
23412,2,25,1996,3,PE,F,19,18
23413,2,25,1996,9,OL,M,23,26
23415,2,25,1996,11,DO,F,39,54
23416,2,25,1996,4,PF,F,16,10
23417,2,25,1996,9,DO,F,38,47
23418,2,25,1996,11,PM,M,21,21
23419,2,25,1996,3,PE,M,21,21
23420,2,25,1996,11,PP,M,24,24
23421,2,25,1996,8,PF,F,16,8
23422,2,25,1996,8,DO,M,37,50
23423,2,25,1996,14,PF,M,16,10
23424,2,25,1996,4,DM,M,37,51
23425,2,25,1996,13,PM,M,22,23
23426,2,25,1996,3,DO,M,37,62
23427,2,25,1996,4,DM,F,38,49
23428,2,25,1996,3,DO,F,35,40
23429,2,25,1996,4,PF,M,16,9
23430,2,25,1996,11,DM,M,36,53
23431,2,25,1996,6,OL,M,21,28
23432,2,25,1996,8,DO,F,36,40
23433,2,25,1996,3,OL,F,23,26
23434,2,25,1996,13,OT,F,22,23
23436,2,25,1996,5,PF,F,16,7
23437,2,25,1996,14,DM,M,36,28
23438,2,25,1996,3,DO,F,37,51
23439,2,25,1996,6,PF,F,16,8
23440,2,25,1996,8,DO,M,39,51
23441,2,25,1996,14,DM,M,38,51
23442,2,25,1996,3,PP,M,21,16
23443,2,25,1996,4,DM,M,38,42
23444,2,25,1996,9,DM,M,38,50
23445,2,25,1996,13,PP,M,23,20
23446,2,25,1996,13,PF,F,16,11
23447,2,25,1996,9,DM,M,38,35
23448,2,25,1996,15,PF,M,17,11
23449,2,25,1996,4,DM,M,37,48
23450,2,25,1996,11,PF,F,16,9
23451,2,25,1996,16,DM,F,35,37
23452,2,25,1996,8,DO,F,34,58
23453,2,25,1996,16,DM,F,36,43
23454,2,25,1996,4,DM,F,37,47
23455,2,25,1996,14,DM,M,38,52
23456,2,25,1996,9,DM,M,36,46
23457,2,25,1996,14,DM,F,37,48
23458,2,25,1996,15,RM,M,17,10
23459,2,25,1996,11,PF,F,17,10
23460,2,25,1996,13,PF,M,16,8
23461,2,25,1996,8,DM,M,38,51
23462,2,25,1996,13,PF,F,17,8
23463,2,25,1996,5,PF,F,17,9
23464,2,25,1996,16,DM,M,35,32
23465,2,25,1996,6,PF,M,17,10
23466,2,25,1996,9,DM,M,38,36
23467,2,25,1996,6,PF,M,16,10
23468,2,25,1996,9,DM,M,37,50
23469,2,25,1996,13,PF,M,16,10
23470,2,25,1996,15,PF,F,17,9
23471,2,25,1996,3,DO,F,35,50
23472,2,25,1996,14,DM,M,36,48
23473,2,25,1996,13,DM,M,37,52
23474,2,25,1996,5,PF,F,16,7
23475,2,25,1996,3,PP,F,22,15
23476,2,25,1996,9,DM,F,37,47
23477,2,25,1996,15,PF,M,16,8
23478,2,25,1996,6,PF,F,16,7
23479,2,25,1996,8,DO,M,34,37
23480,2,25,1996,15,DM,M,38,50
23481,2,25,1996,11,DM,F,37,39
23482,2,25,1996,13,PP,M,23,21
23483,2,25,1996,14,DM,F,37,49
23484,2,25,1996,5,PF,F,16,8
23485,2,25,1996,16,DM,M,37,43
23486,2,25,1996,15,DM,F,37,43
23487,2,25,1996,13,PF,M,15,10
23488,2,25,1996,15,DM,F,35,47
23489,2,25,1996,11,PF,F,16,10
23490,2,25,1996,5,DM,F,39,55
23491,2,25,1996,15,PF,F,15,10
23492,2,25,1996,5,OT,F,21,28
23493,2,25,1996,16,DO,F,35,38
23496,3,23,1996,1,DM,F,36,52
23497,3,23,1996,19,PF,M,16,9
23498,3,23,1996,2,DM,F,36,41
23499,3,23,1996,17,DM,F,37,38
23500,3,23,1996,1,DM,M,34,23
23501,3,23,1996,2,PP,F,23,18
23502,3,23,1996,22,PF,M,16,8
23503,3,23,1996,23,RM,M,18,10
23504,3,23,1996,2,PE,M,20,21
23505,3,23,1996,18,PF,M,16,10
23506,3,23,1996,7,PP,M,23,20
23507,3,23,1996,1,PF,M,15,8
23508,3,23,1996,1,DM,M,37,39
23509,3,23,1996,12,DM,F,37,43
23510,3,23,1996,12,DM,F,37,48
23512,3,23,1996,20,PF,F,17,9
23513,3,23,1996,24,PM,M,21,21
23514,3,23,1996,22,DM,M,39,53
23515,3,23,1996,24,RM,F,17,13
23516,3,23,1996,12,PM,M,20,17
23518,3,23,1996,21,PP,F,21,16
23519,3,23,1996,2,DM,F,36,48
23520,3,23,1996,20,RM,F,16,11
23521,3,23,1996,1,DO,M,36,53
23522,3,23,1996,2,DM,F,37,49
23523,3,23,1996,12,PM,M,20,18
23524,3,23,1996,20,PE,M,21,22
23525,3,23,1996,18,PF,M,16,7
23526,3,23,1996,20,PF,M,16,9
23527,3,23,1996,1,DO,M,36,50
23528,3,23,1996,24,PE,M,19,21
23529,3,23,1996,22,PF,M,17,11
23530,3,23,1996,20,PP,M,23,20
23531,3,23,1996,21,PF,F,16,8
23532,3,23,1996,19,RM,F,17,12
23533,3,23,1996,18,PF,M,16,9
23534,3,23,1996,21,PP,M,24,24
23535,3,23,1996,1,PB,M,30,49
23536,3,23,1996,12,DO,M,45,51
23538,3,23,1996,1,PP,M,23,24
23539,3,23,1996,22,PP,M,23,21
23540,3,23,1996,7,RM,F,16,12
23541,3,23,1996,23,RM,M,17,11
23542,3,23,1996,20,PF,M,16,10
23543,3,23,1996,7,PP,F,21,17
23544,3,23,1996,17,DM,M,37,45
23545,3,23,1996,21,PF,F,16,8
23546,3,23,1996,12,OL,M,20,26
23547,3,23,1996,2,PE,F,20,18
23548,3,23,1996,1,DM,M,40,58
23549,3,23,1996,2,DM,M,38,44
23550,3,23,1996,12,DM,M,36,52
23551,3,23,1996,20,PP,M,24,19
23552,3,23,1996,22,DM,F,37,41
23553,3,23,1996,7,PP,M,23,21
23554,3,23,1996,1,OT,F,22,23
23555,3,23,1996,12,OT,F,22,24
23557,3,23,1996,24,RM,M,16,10
23558,3,23,1996,2,RM,F,17,13
23559,3,23,1996,19,PM,M,20,14
23560,3,23,1996,18,PF,M,16,7
23561,3,23,1996,1,DO,M,34,37
23562,3,23,1996,20,PF,F,17,10
23563,3,23,1996,22,PF,F,17,8
23564,3,23,1996,7,PM,F,20,20
23565,3,23,1996,2,DM,M,37,48
23566,3,23,1996,20,RM,M,18,10
23567,3,23,1996,1,DO,M,36,46
23568,3,23,1996,7,PP,F,22,18
23569,3,23,1996,12,RM,M,16,11
23570,3,23,1996,19,PM,M,21,23
23571,3,23,1996,21,PF,M,16,8
23573,3,23,1996,1,OT,M,21,25
23574,3,23,1996,22,DM,M,36,53
23575,3,23,1996,12,DM,M,37,49
23576,3,23,1996,22,DM,F,37,50
23578,3,23,1996,1,PF,M,12,6
23579,3,23,1996,17,OT,F,21,31
23580,3,23,1996,1,OL,M,23,28
23581,3,23,1996,17,PF,M,17,8
23583,3,23,1996,2,PE,F,19,25
23584,3,23,1996,12,DM,M,33,36
23585,3,23,1996,20,RM,M,18,11
23586,3,23,1996,21,PP,M,23,19
23587,3,23,1996,7,RM,M,17,10
23588,3,23,1996,18,PP,M,24,23
23589,3,23,1996,17,DM,F,36,42
23590,3,23,1996,20,PF,F,17,10
23591,3,23,1996,18,PF,F,17,10
23592,3,23,1996,2,RM,M,17,11
23595,3,23,1996,19,PP,M,23,22
23596,3,23,1996,20,PP,F,24,21
23597,3,23,1996,21,PP,F,24,24
23598,3,23,1996,2,PE,M,20,25
23599,3,23,1996,18,RM,M,17,11
23600,3,23,1996,17,PP,F,24,17
23601,3,23,1996,7,RM,M,17,11
23602,3,23,1996,21,RM,F,17,12
23603,3,24,1996,16,DM,M,35,42
23604,3,24,1996,3,PE,M,21,20
23605,3,24,1996,8,PE,F,20,24
23606,3,24,1996,13,PF,M,16,9
23607,3,24,1996,14,DM,M,36,49
23608,3,24,1996,6,OT,F,19,30
23609,3,24,1996,11,RM,M,18,12
23610,3,24,1996,13,PF,F,17,9
23611,3,24,1996,8,DO,M,38,48
23612,3,24,1996,16,DM,F,35,31
23614,3,24,1996,8,PP,M,22,21
23615,3,24,1996,13,PF,F,18,7
23616,3,24,1996,3,PF,F,16,8
23617,3,24,1996,8,PP,F,21,16
23618,3,24,1996,13,PM,F,22,20
23619,3,24,1996,9,DM,F,37,36
23620,3,24,1996,15,RM,F,16,11
23621,3,24,1996,14,DM,M,37,51
23622,3,24,1996,11,DM,M,39,53
23623,3,24,1996,3,PP,M,22,18
23624,3,24,1996,14,DM,F,37,48
23625,3,24,1996,3,PP,M,24,22
23626,3,24,1996,3,DO,F,37,54
23627,3,24,1996,14,DM,M,37,50
23628,3,24,1996,11,DO,F,38,56
23629,3,24,1996,8,DO,F,34,49
23630,3,24,1996,11,PM,F,19,14
23631,3,24,1996,14,DM,F,38,47
23632,3,24,1996,11,DO,M,36,43
23633,3,24,1996,15,RM,M,18,10
23634,3,24,1996,3,PP,F,22,15
23635,3,24,1996,15,DM,M,39,48
23636,3,24,1996,14,PP,F,24,18
23637,3,24,1996,5,DO,F,36,49
23638,3,24,1996,14,DM,M,36,40
23639,3,24,1996,10,RM,M,16,10
23640,3,24,1996,13,PP,M,23,25
23641,3,24,1996,13,DM,F,36,39
23642,3,24,1996,16,DM,F,34,49
23643,3,24,1996,14,PP,M,22,22
23645,4,14,1996,2,DM,F,37,47
23646,4,14,1996,7,PM,M,21,21
23647,4,14,1996,1,DO,M,37,36
23648,4,14,1996,12,PP,F,23,19
23649,4,14,1996,7,PM,F,21,17
23650,4,14,1996,2,DM,F,34,26
23651,4,14,1996,19,PF,F,17,9
23652,4,14,1996,22,PF,F,17,8
23653,4,14,1996,17,DM,M,38,40
23654,4,14,1996,21,PF,F,16,10
23655,4,14,1996,22,DM,F,37,27
23656,4,14,1996,1,PF,M,15,8
23657,4,14,1996,7,RM,M,15,10
23658,4,14,1996,2,PE,M,21,20
23659,4,14,1996,20,PF,M,17,10
23660,4,14,1996,24,PM,M,20,18
23661,4,14,1996,18,PF,F,17,9
23662,4,14,1996,17,DM,M,38,39
23663,4,14,1996,12,DM,F,34,48
23664,4,14,1996,24,RM,M,17,10
23665,4,14,1996,21,PP,F,21,20
23666,4,14,1996,12,PF,F,15,8
23667,4,14,1996,18,PP,F,24,20
23668,4,14,1996,19,PF,M,16,8
23669,4,14,1996,12,RM,F,17,15
23670,4,14,1996,12,DM,F,37,49
23671,4,14,1996,20,RM,M,19,11
23672,4,14,1996,19,PP,M,23,18
23673,4,14,1996,17,DM,M,37,49
23674,4,14,1996,20,PF,F,17,11
23675,4,14,1996,1,PF,M,16,8
23676,4,14,1996,2,PP,F,23,20
23678,4,14,1996,22,PF,F,16,7
23679,4,14,1996,1,RM,F,18,14
23680,4,14,1996,2,RM,M,18,12
23681,4,14,1996,1,DO,F,36,51
23682,4,14,1996,12,DO,M,35,52
23683,4,14,1996,19,PP,F,24,18
23684,4,14,1996,17,PF,M,16,9
23685,4,14,1996,18,RM,M,17,11
23686,4,14,1996,17,DM,M,37,45
23687,4,14,1996,2,DM,M,40,56
23688,4,14,1996,18,PF,M,16,7
23689,4,14,1996,22,DM,M,37,51
23690,4,14,1996,18,PF,M,15,9
23691,4,14,1996,17,PF,M,18,9
23692,4,14,1996,18,PP,M,24,23
23693,4,14,1996,12,DM,M,37,52
23694,4,14,1996,21,PF,F,16,9
23695,4,14,1996,20,PP,M,24,21
23696,4,14,1996,20,RM,M,17,11
23697,4,14,1996,7,PP,F,21,21
23698,4,14,1996,12,DM,M,37,44
23700,4,14,1996,12,RM,M,18,12
23702,4,14,1996,21,PF,M,15,8
23703,4,14,1996,2,DM,F,36,49
23704,4,14,1996,18,PF,M,17,8
23705,4,14,1996,17,DM,M,38,51
23706,4,14,1996,22,DM,F,37,43
23707,4,14,1996,21,PP,F,25,26
23708,4,14,1996,12,OT,F,22,23
23709,4,14,1996,7,RM,F,17,11
23710,4,14,1996,12,OL,M,21,27
23711,4,14,1996,19,PP,M,24,18
23712,4,14,1996,17,RM,F,16,9
23713,4,14,1996,23,RM,M,17,13
23715,4,14,1996,1,DO,M,37,38
23716,4,14,1996,2,PE,F,19,25
23717,4,14,1996,19,PF,M,17,8
23718,4,14,1996,18,PP,M,24,20
23719,4,14,1996,24,PM,M,20,17
23720,4,14,1996,1,DO,M,34,37
23721,4,14,1996,19,PF,M,17,9
23722,4,14,1996,12,RM,M,18,11
23723,4,14,1996,17,RM,M,17,10
23724,4,14,1996,20,PP,F,24,25
23725,4,14,1996,7,RM,M,15,9
23726,4,14,1996,19,PP,M,23,21
23727,4,14,1996,1,PF,F,15,7
23728,4,14,1996,19,PP,M,22,18
23729,4,14,1996,2,PE,F,20,22
23730,4,14,1996,24,PE,M,20,20
23731,4,14,1996,18,PF,M,16,9
23732,4,15,1996,3,PP,M,22,20
23733,4,15,1996,13,PM,M,20,21
23734,4,15,1996,16,DM,F,31,30
23735,4,15,1996,3,PE,F,20,19
23736,4,15,1996,11,PP,M,22,22
23737,4,15,1996,16,RM,M,15,10
23739,4,15,1996,11,DM,M,37,51
23741,4,15,1996,3,PP,M,23,20
23742,4,15,1996,4,PF,M,15,8
23743,4,15,1996,6,PF,F,15,8
23744,4,15,1996,8,PF,M,16,8
23745,4,15,1996,15,PF,M,14,7
23746,4,15,1996,3,PP,M,24,25
23747,4,15,1996,9,DO,F,38,46
23748,4,15,1996,3,PP,M,24,22
23749,4,15,1996,4,DM,F,37,49
23750,4,15,1996,3,DO,F,36,41
23751,4,15,1996,11,DM,M,34,49
23752,4,15,1996,8,PP,F,21,17
23753,4,15,1996,13,DM,M,37,49
23754,4,15,1996,14,DM,F,34,19
23755,4,15,1996,5,DO,M,34,50
23756,4,15,1996,11,DO,F,34,22
23757,4,15,1996,5,OT,F,20,25
23758,4,15,1996,3,RM,M,18,12
23759,4,15,1996,4,DM,M,36,50
23760,4,15,1996,13,PM,F,21,22
23761,4,15,1996,15,PF,F,16,7
23762,4,15,1996,3,DO,F,35,46
23763,4,15,1996,5,PF,F,15,8
23764,4,15,1996,6,PF,M,15,9
23766,4,15,1996,11,DO,F,37,49
23768,4,15,1996,3,PP,F,21,15
23769,4,15,1996,9,DM,F,36,37
23770,4,15,1996,3,DO,M,37,50
23771,4,15,1996,4,DM,M,37,44
23772,4,15,1996,6,DO,M,35,42
23773,4,15,1996,3,PE,M,21,19
23774,4,15,1996,8,DO,M,33,49
23775,4,15,1996,14,DM,M,37,50
23776,4,15,1996,3,RM,M,18,11
23777,4,15,1996,4,PF,M,16,11
23778,4,15,1996,11,DO,M,35,51
23779,4,15,1996,4,DM,F,37,47
23780,4,15,1996,6,DO,M,33,48
23781,4,15,1996,8,DO,M,35,49
23782,4,15,1996,13,PF,F,15,8
23783,4,15,1996,15,RM,M,17,14
23785,4,15,1996,8,PF,M,15,9
23786,4,15,1996,15,PF,F,15,12
23787,4,15,1996,3,PP,M,24,23
23788,4,15,1996,11,PM,M,21,17
23789,4,15,1996,8,DO,M,34,30
23790,4,15,1996,3,PF,M,15,7
23791,4,15,1996,3,PP,F,23,24
23792,4,15,1996,4,PF,F,16,8
23793,4,15,1996,8,DO,M,38,29
23795,4,15,1996,8,PF,F,16,8
23796,4,15,1996,13,PM,F,21,13
23797,4,15,1996,4,PP,F,21,11
23798,4,15,1996,8,PP,M,23,20
23799,4,15,1996,11,RM,F,17,13
23800,4,15,1996,8,PP,F,24,19
23801,4,15,1996,14,PF,F,16,8
23802,4,15,1996,15,PF,M,17,8
23803,4,15,1996,5,PF,M,16,7
23804,4,15,1996,3,PF,M,15,8
23805,4,15,1996,14,DM,F,37,44
23806,4,15,1996,15,DM,M,38,35
23807,4,15,1996,4,PF,M,15,8
23809,4,15,1996,6,DO,M,35,23
23810,4,15,1996,11,DM,M,36,51
23811,4,15,1996,8,DO,F,31,49
23812,4,15,1996,3,PP,M,23,42
23813,4,15,1996,4,DM,M,40,51
23814,4,15,1996,6,OL,M,19,27
23815,4,15,1996,11,RM,M,16,11
23816,4,15,1996,3,OL,F,21,23
23817,4,15,1996,8,PP,F,23,16
23818,4,15,1996,3,PF,M,16,8
23819,4,15,1996,9,PF,M,16,7
23820,4,15,1996,8,DM,M,37,49
23821,4,15,1996,13,DM,M,39,54
23822,4,15,1996,15,PF,F,16,13
23823,4,15,1996,3,OT,M,21,29
23824,4,15,1996,9,DM,M,35,39
23825,4,15,1996,8,PF,F,16,8
23826,4,15,1996,14,DM,F,35,46
23828,4,15,1996,3,DO,F,38,48
23829,4,15,1996,6,DO,M,35,41
23831,4,15,1996,15,PF,M,15,12
23832,4,15,1996,3,DO,M,37,41
23833,4,15,1996,11,RM,F,17,11
23834,4,15,1996,8,PP,F,22,14
23835,4,15,1996,15,PP,F,22,23
23836,4,15,1996,16,DM,M,35,42
23837,4,15,1996,6,PF,M,15,7
23838,4,15,1996,9,DM,M,38,48
23840,4,15,1996,8,DO,F,36,51
23841,4,15,1996,4,DM,M,35,47
23842,4,15,1996,9,DM,M,33,46
23843,4,15,1996,8,PP,M,23,16
23844,4,15,1996,8,PP,M,22,22
23845,4,15,1996,13,DM,F,37,47
23846,4,15,1996,14,DM,M,37,36
23847,4,15,1996,15,PF,M,15,10
23848,4,15,1996,9,PE,F,20,22
23849,4,15,1996,8,DM,M,37,49
23850,4,15,1996,13,PF,F,15,9
23852,4,15,1996,15,RM,F,16,16
23853,4,15,1996,4,PF,F,15,9
23855,4,15,1996,4,DM,M,37,38
23856,4,15,1996,6,DO,F,35,58
23857,4,15,1996,9,PF,M,17,9
23858,4,15,1996,5,PF,M,15,8
23859,4,15,1996,6,DO,M,37,59
23860,4,15,1996,11,DO,M,36,53
23862,4,15,1996,3,PF,F,17,8
23864,4,15,1996,3,PP,F,21,16
23865,4,15,1996,11,DM,M,35,53
23866,4,15,1996,8,PP,F,22,16
23867,4,15,1996,14,DM,F,35,45
23869,4,15,1996,15,PP,M,21,18
23870,4,15,1996,16,RM,M,18,10
23871,4,15,1996,6,PF,M,16,7
23872,4,15,1996,11,DM,F,36,41
23873,4,15,1996,13,PM,M,20,14
23874,4,15,1996,15,PF,F,15,9
23875,4,15,1996,8,PP,F,23,16
23877,4,15,1996,3,PP,M,21,18
23878,4,15,1996,11,PM,M,20,18
23879,4,15,1996,15,PP,M,23,20
23880,4,15,1996,15,PF,M,14,12
23881,4,15,1996,10,RM,M,15,9
23882,5,23,1996,21,PF,M,16,10
23883,5,23,1996,12,DO,F,37,34
23884,5,23,1996,21,PP,M,22,7
23885,5,23,1996,22,PF,M,17,8
23886,5,23,1996,21,PF,M,16,8
23887,5,23,1996,22,PP,F,24,18
23888,5,23,1996,21,PP,M,22,18
23889,5,23,1996,18,PF,M,13,8
23890,5,23,1996,12,DM,M,35,46
23891,5,23,1996,1,DO,F,37,45
23892,5,23,1996,2,PP,F,24,21
23893,5,23,1996,21,PP,M,23,11
23894,5,23,1996,12,NL,M,21,118
23895,5,23,1996,2,DM,M,35,41
23896,5,23,1996,21,PP,M,23,12
23897,5,23,1996,24,RM,M,18,11
23898,5,23,1996,22,DM,F,37,42
23899,5,23,1996,2,DM,M,38,53
23900,5,23,1996,19,PP,F,23,20
23901,5,23,1996,7,PM,M,21,20
23902,5,23,1996,2,DM,F,37,55
23903,5,23,1996,18,PP,M,24,21
23904,5,23,1996,2,DM,F,36,49
23905,5,23,1996,22,PF,F,17,7
23907,5,23,1996,12,DM,F,35,48
23908,5,23,1996,22,DM,M,37,54
23909,5,23,1996,12,DM,M,38,54
23910,5,23,1996,7,PP,M,24,13
23911,5,23,1996,12,DM,F,30,45
23912,5,23,1996,2,PF,M,17,8
23913,5,23,1996,2,PP,F,21,13
23914,5,23,1996,21,PP,F,22,21
23915,5,23,1996,21,PF,M,16,8
23916,5,23,1996,12,DM,M,32,53
23917,5,23,1996,12,DM,M,21,48
23918,5,23,1996,1,DO,M,36,46
23920,5,23,1996,17,DM,M,36,49
23921,5,23,1996,12,PF,F,15,7
23922,5,23,1996,2,DM,M,40,54
23923,5,23,1996,22,DM,F,35,22
23924,5,23,1996,20,PP,F,23,19
